,Company_Id,title,publish date
320,4,'Netflix of horror' hopes to capitalize on Halloween spending,2019-10-30
321,4,Netflix scores big with 'Breaking Bad' but streaming wars loom large,2019-10-20
322,4,Desperate Netflix Loses Chill After Quarterly Report to Tackle Your Password Sharing,2019-10-22
323,4,Don’t Miss the Chance to Get in on Netflix Stock Ahead of Earnings,2019-10-15
324,4,"3 Large-Cap Stocks to Buy After Earnings: JPM, NFLX and KMI",2019-10-18
325,4,Edited Transcript of NFLX earnings conference call or presentation 16-Oct-19 10:00pm GMT,2019-10-18
326,4,5 Key Earnings Charts to Watch This Week,2019-10-16
327,4,Economic Data Deluge,2019-10-16
328,4,"Manufacturing & Retail Worries, Brexit, Q3 Earnings & Buy Google Stock - Free Lunch",2019-10-17
329,4,Netflix looks for earnings rebound as streaming fight heats up - Fox Business,2019-10-16
330,4,"NFLX, ACB among top premarket gainers",2019-10-17
331,4,Why Netflix Shareholders Should Be Worried,2019-10-18
332,4,Netflix Grabs Another $2.2 Billion of Lower-Interest Debt,2019-10-23
333,4,2 Tech Stocks That Could Beat a Recession,2019-10-25
334,4,Stocks 'no brainer' over bonds - Fox Business,2019-10-19
335,4,Attention Walmart shoppers! Streaming service Vudu for sale? - Fox Business,2019-10-30
336,4,'Game of Thrones' creators exit upcoming 'Star Wars' films,2019-10-29
337,4,Goldman Sachs: 3 Buy-Rated Stocks That Could Soar,2019-10-17
338,4,Is Doomed Netflix the New BlackBerry?,2019-10-15
339,4,Apple shares hit new all-time intraday and closing highs,2019-10-23
340,4,Apple shares hit new all-time intraday and closing highs,2019-10-23
341,4,Apple shares hit new all-time intraday high,2019-10-22
342,4,Apple shares hit new all-time intraday and closing highs,2019-10-25
343,4,Apple shares hit new all-time intraday and closing highs,2019-10-24
344,4,"Bank of America Results, Brexit Dominate Morning, but Netflix in Focus this Afternoon",2019-10-16
345,4,"Earnings Speak To Continued Equity Upside, Says Bill Gunderson (Podcast)",2019-10-21
346,4,美股盤後 — 川普稱美中協議進展順利 標普衝破 3000 大關 - 鉅亨網財經新聞,2019-10-21
347,4,美股盤後 — Fed 降息預期+美中貿易協議進展超前 標普刷下歷史新高 - 鉅亨網財經新聞,2019-10-28
348,4,Two sentences in Netflix's earnings should terrify those obsessed with its stock,2019-10-16
349,4,美股盤後 – 「金絲雀」暗黑財報有亮點 Fed降息機率飆94.6% 標普逼歷史高點 - 鉅亨網財經新聞,2019-10-23
350,4,美股盤後 — 英特爾衝鋒大漲 那斯達克100刷歷史新高 標普創歷史次高 - 鉅亨網財經新聞,2019-10-25
351,4,What to expect in Netflix 3Q 2019 earnings,2019-10-16
352,4,"Benzinga's Bulls And Bears Of The Week: Beyond Meat, Netflix, Johnson & Johnson And More",2019-10-19
353,4,Brexit Deal and Better-Than-Expected Earnings Have Wall Street in a Buying Mood,2019-10-17
354,4,Netflix seen lowballing subscriber guidance,2019-10-17
355,4,Netflix spikes 11% after global subscriber growth blows away forecasts (NFLX),2019-10-16
356,4,"Amazon (AMZN) Q3 2019 Earnings Preview: AWS, Prime & Advertising",2019-10-16
357,4,Verizon (VZ) Q3 Earnings on Deck as It Announces Partnership with Disney (DIS),2019-10-23
358,4,Will AT&T Ramp Up Streaming Efforts as Q3 Earnings Near?,2019-10-25
359,4,Apple ETFs in the Spotlight Ahead of Fiscal Q4 Earnings,2019-10-29
360,4,Apple Earnings After The Bell: Will It Remain The World's Most Valuable Company?,2019-10-30
361,4,Uber Q3 Earnings Preview: Buy Ride-Hailing Stock After Lyft's Success?,2019-10-30
362,4,"10 ""Autopay"" Dividend Stock Picks to Subscribe To",2019-10-30
363,4,"What's moving markets today: October 16, 2019",2019-10-16
364,4,The Tech Sector's Valuation Gap Is Narrowing -- And That's Probably a Good Thing - TheStreet.com,2019-10-19
365,4,"Netflix, Alteryx, and Okta Lead Tech Losses Today - Market Realist",2019-10-18
366,4,"Discovery, The Mosaic Company, Netflix and IBM highlighted as Zacks Bull and Bear of the Day",2019-10-17
367,4,美股盤後 - 四大指數小幅收跌、蘋果財報前夕大跌2.31% - 鉅亨網財經新聞,2019-10-29
368,4,Tech Stocks for Dividend Investors to Buy as Q3 Earnings Season Heats Up,2019-10-16
369,4,ETFs to Tap on Netflix' Strong Subscriber Comeback in Q3,2019-10-17
370,4,3 Tech Stocks for Growth Investors to Buy During Q3 Earnings Season,2019-10-18
371,4,10 Money-Losing Stock Picks That Might Make You Money Anyway,2019-10-29
372,4,Netflix prices $2.22 billion of its junk bonds,2019-10-22
373,4,美股盤後— 美股迎來開門紅聯合健康、小摩、嬌生財報告捷 - 鉅亨網財經新聞,2019-10-15
374,4,美股盤後 — Fed三度降息 鮑爾一句話推助標普刷新高紀錄 - http://house.cnyes.com/global/index_all_news.aspx,2019-10-30
375,4,美股盤後— 脫歐危機緩解Netflix大摩財報靚台積電ADR收跌0.76% | Anue鉅亨- 美股 - http://house.cnyes.com/global/index_all_news.aspx,2019-10-17
376,4,Buy Gold While The Market Is Risk-On,2019-10-21
377,4,"Market Volatility Bulletin: Stocks Absorb Negative Retail Sales Print Gracefully, VIX Holds Tight",2019-10-16
378,4,"Netflix plans $2 billion bond offering to finance content, production and potential deals",2019-10-21
379,4,Next Week Will Be a Game-Changer for AT&T Stock,2019-10-25
380,5,"LIVE: Here come Alphabet's earnings (GOOG, GOOGL)",2019-10-28
381,5,"Google's brand-new Pixel 4 just launched — but here's why you should consider buying the Pixel 3a instead (GOOG, GOOGL)",2019-10-28
382,5,"Forget Google's new Pixel 4 — here are 8 reasons you should actually buy the $500 Pixel 3 instead (GOOG, GOOGL)",2019-10-20
383,5,"YouTube's algorithm may not be radicalizing people, it's just made it easier for people with far-right views to find a community, a new study suggests (GOOG, GOOGL)",2019-10-24
384,5,"Google made 3 big mistakes with the Pixel 4's camera, and missed a golden opportunity to make it unbeatable (GOOG, GOOGL)",2019-10-23
385,5,"Everyone expected the Pixel 4 to have the best smartphone camera, but Apple's iPhone 11 Pro ruined Google's party (GOOG, GOOGL)",2019-10-26
386,5,Pixel 4’s 90Hz display isn’t always 90Hz,2019-10-23
387,5,"Google confirms it's fixing the facial-recognition feature on the Pixel 4 after a security gap would let anyone unlock your phone while your eyes are closed (GOOG, GOOGL)",2019-10-21
388,5,Dow Jones Newswires: Total speeding up digital transformation to create $1.5 billion in value by 2025,2019-10-18
389,5,DoD's $10 billion 'Jedi' cloud contract goes to Microsoft over Amazon,2019-10-25
390,5,"Dow Jones Holds 27000 Level As Pfizer, Merck Soar On Earnings - Investor's Business Daily",2019-10-29
391,5,Alphabet Inc (GOOG) (GOOGL) Q3 2019 Earnings Call Transcript,2019-10-29
392,5,Alphabet Announces Third Quarter 2019 Results (Alphabet),2019-10-28
393,5,The Number One: FAANG companies’ employees donate most often to this presidential candidate,2019-10-31
394,5,26 des 30 plus gros sites de presse autorisent Google à diffuser leurs extraits gratuitement,2019-10-22
395,5,"Snap earnings show continued strong user growth, stock heads higher in late trading",2019-10-22
396,5,GOOGL Just Below Buy Point,2019-10-25
397,5,"Here's everything Google just announced at its big Pixel event (GOOG, GOOGL)",2019-10-15
398,5,"Google turned its homepage into a spooky trick or treat game to celebrate Halloween (GOOG, GOOGL)",2019-10-31
399,5,This chart shows how much Brexit matters to the U.S. stock market,2019-10-17
400,5,"Momentum investors are now buying shares of Apple, Amazon and Netflix",2019-10-15
401,5,Meg Whitman’s new venture is thinking big with a short-form streaming service,2019-10-22
402,5,"The Ratings Game: Google-parent Alphabet’s stock falls, but Wall Street giddy despite big earnings miss",2019-10-29
403,5,Google to report Q3 2019 earnings after the bell,2019-10-28
404,5,"The most exciting update in Google's new Pixel phone is a feature that has flopped in the past (GOOG, GOOGL)",2019-10-16
405,5,A Waymo executive explains why the self-driving startup wants its rides to be 'amazingly boring' (GOOGL),2019-10-22
406,5,"5 Top Stock Trades for Wednesday: ROKU, NVDA, GOOGL",2019-10-15
407,5,"Alphabet (GOOGL) Q3 Earnings Miss Estimates, Revenues Beat",2019-10-29
408,5,"Undeserved: Alphabet, Shopify; Unforgiven: Grubhub, Beyond Meat",2019-10-29
409,5,Alphabet (GOOGL) Stock Sinks As Market Gains: What You Should Know,2019-10-21
410,5,Why Does Google Want to Buy Fitbit?,2019-10-29
411,5,自動刪除 YouTube 記錄，停止追蹤觀看影片和搜尋內容,2019-10-18
412,5,Market Snapshot: Stock-index futures edge lower after S&P 500 notches record,2019-10-29
413,5,How to buy toys for the kid who has everything — without relying on sponsored lists from Amazon or Walmart,2019-10-21
414,5,Green Sheet: MrBeast and PewDiePie will ‘freaking do something about climate change’ by planting 20 million trees,2019-10-28
415,5,「仮面ライダーシティウォーズ」，2周年記念のキャンペーンが開催中,2019-10-25
416,5,"Google made a small but important change in 2017 to how it thinks about 'Googleyness,' a key value it looks for in new hires (GOOGL)",2019-10-31
417,5,"Marijuana stocks, after declines of over 50%, are now only ludicrously overpriced",2019-10-16
418,5,The CEO of this robo-taxi company believes it has the inside track on rivals,2019-10-22
419,5,Your Digital Self: Samsung’s new smartphone features could beat Apple to the punch,2019-10-29
420,5,Howard Gold's No-Nonsense Investing: Wall Street is way too paranoid about a President Elizabeth Warren,2019-10-29
421,5,"Here's why one analyst thinks YouTube could be worth $300 billion as a standalone company, making it more valuable than AT&T, Exxon Mobil, and Bank of America (GOOGL)",2019-10-29
422,5,Google Makes Major Commitment to Small Businesses in Underserved Communities,2019-10-31
423,5,Google Expands Device Lineup: Key Made by Google Takeaways,2019-10-16
424,5,Alphabet to Report Earnings Today: Here's What to Watch,2019-10-28
425,5,The total market index isn’t all it’s cracked up to be,2019-10-21
426,5,Market Snapshot: Why would the Fed cut interest rates a 3rd time in a row even as stocks near records? Investors may soon find out,2019-10-27
427,5,"The Force Is With Microsoft; Apple Might Be Cooked For Now, Let's Chart It",2019-10-27
428,5,Google in bid to buy Fitbit: report - Fox Business,2019-10-28
429,5,5 Must See Big Tech Earnings Charts - Yahoo Finance,2019-10-29
430,5,【世界経済を学ぶ】Googleの親会社の米国株銘柄 Alphabet【GOOGL、GOOG】 - 日本の投資家AFURO KENブログ,2019-10-23
431,5,Spotlight on Tech Earnings - Nasdaq,2019-10-28
432,5,京东PLUS会员：BRITAX 宝得适 宝宝汽车儿童安全座椅 首卫者 1952元包邮（北京、天津、内蒙古）,2019-10-26
433,5,Warren and Biden Attack Facebook's Most Successful Business - Market Realist,2019-10-15
434,5,"S&P 500 at New Highs, Rate Cut, Tech Earnings & Buy BURL Stock - Free Lunch",2019-10-29
435,5,Q3 Earnings Outlook For Alphabet,2019-10-28
436,5,Survey: Teens Spend More Time On YouTube Than Netflix,2019-10-15
437,5,Roku Shares Advance After Streaming-Tech Company Adds Apple TV - TheStreet.com,2019-10-15
438,5,"Big Tech Antitrust Is Bipartisan, Says Antitrust Chief Makan Delrahim - Barron's",2019-10-22
439,5,We Really Like Alphabet,2019-10-18
440,5,This Tesla Rival Is Destroying Elon Musk’s Lofty Self-Driving Car Ambitions,2019-10-15
441,5,Lobbying spending by tech giants set to hit record highs - Fox Business,2019-10-28
442,5,Google's Nest Business Is Losing Key Customers—What's Next? - Market Realist,2019-10-22
443,5,"Google debuts new Pixelbook Go, Pixel Buds, and Nest Mini",2019-10-15
444,5,Google unveils Pixel 4 and Pixel 4 XL smartphones with enhanced cameras,2019-10-15
445,5,美股盤後 — Fed 降息預期+美中貿易協議進展超前 標普刷下歷史新高 - 鉅亨網財經新聞,2019-10-28
446,5,麥肯錫：全球逾半數銀行無法承受經濟衰退 - 鉅亨網財經新聞,2019-10-22
447,5,Nokia Partner Helps Google Fight Android Fine In Europe - Market Realist,2019-10-16
448,5,Democrat Presidential Candidates Clash Over Breaking up Big Tech - TheStreet.com,2019-10-16
449,5,確保美國軍事晶片供給 五角大廈力促台積電在美建新廠 - 鉅亨網財經新聞,2019-10-28
450,5,Blue-Chip Tech Stocks for Investors to Buy Amid Q3 2019 Earnings Season,2019-10-25
451,5,HCL Technologies Launches a Dedicated Google Cloud Business Unit to Accelerate Enterprise Cloud Adoption,2019-10-31
452,5,検索連動型広告の帝王グーグルからシェアを奪うアマゾンの怖さ | 無能投資家の苦悩,2019-10-20
453,5,Is the IPO Party Over? ETFs in Focus,2019-10-15
454,5,CenturyLink Augments Network Connectivity to Google Cloud,2019-10-16
455,5,"Amazon AWS Selected by Old Mutual, Expands Cloud Clientele",2019-10-18
456,5,Garmin (GRMN) Expands in Fitness Segment With Garmin Swim 2,2019-10-16
457,5,"Everyone expected the Pixel 4 to have the best smartphone camera, but Apple's iPhone 11 Pro ruined Google's party (GOOG, GOOGL)",2019-10-26
458,5,What Might the FTC's Crackdown on Deceptive Online Marketing Mean for Social Media Companies?,2019-10-29
459,5,Better Tech Stock Buy: Facebook vs. Google Parent Alphabet,2019-10-16
460,5,Alphabet's Earnings Miss Expectations: 5 Metrics Investors Should See,2019-10-29
461,5,"Look Beyond Profits, Revenue As Alphabet Stock Reports Earnings",2019-10-25
462,5,"A mounting 'techlash' is hurting Alphabet's profits, and one analyst says spinning off YouTube could be the answer (GOOGL)",2019-10-29
463,5,How the U.S. Trade War With China Might Affect Sony,2019-10-24
464,5,Jeux vidéo: Google ouvre à Montréal son premier studio,2019-10-24
465,5,David Rolfe’s Wedgewood Sells Longtime Holding Berkshire Hathaway,2019-10-17
466,5,Warren Restricts Campaign Donations from Big Tech CEOs to $200 - Market Realist,2019-10-17
467,5,"Ad Revenue, Cloud, Traffic Volume All In Focus As Alphabet Unveils Q3 Results",2019-10-25
468,5,Microsoft Stock Approaches Buy Point On Post-Earnings Buzz - Investor's Business Daily,2019-10-25
469,5,Dow Jones Flashes Bullish Signal; Alphabet Rallies Ahead Of Earnings - Investor's Business Daily,2019-10-28
470,5,Google's Pixelbook Go is a great Chromebook — if you can get past its price,2019-10-27
471,5,Apple shares hit new all-time intraday high,2019-10-22
472,5,Apple shares hit new all-time intraday and closing highs,2019-10-21
473,5,Apple shares hit new all-time intraday and closing highs,2019-10-25
474,5,Apple shares hit new all-time intraday and closing highs,2019-10-24
475,5,Apple shares hit new all-time intraday and closing highs,2019-10-28
476,5,Apple shares hit new all-time intraday and closing highs,2019-10-23
477,5,"VC Deals: Paytm Eyes $2B Financing, $16B Valuation",2019-10-18
478,5,美股盤後 – 「金絲雀」暗黑財報有亮點 Fed降息機率飆94.6% 標普逼歷史高點 - 鉅亨網財經新聞,2019-10-23
479,5,美股盤後 — 英特爾衝鋒大漲 那斯達克100刷歷史新高 標普創歷史次高 - 鉅亨網財經新聞,2019-10-25
